city,locality,zone,latitude,longitude,price_per_sqft,monthly_rent,maintenance_cost,safety_score,crime_rate,pollution_index,noise_level,hospital_distance_km,school_distance_km,college_distance_km,metro_distance_km,bus_stop_distance_km,road_connectivity_score,green_space_score,shopping_mall_distance_km,internet_speed_mbps,water_availability_score,power_backup
Bengaluru,BTM Layout,East,14.2491,76.8354,7529,66630,4624,7.6,3.0,187,5.0,1.95,3.82,4.39,1.0,1.08,6.3,7.5,4.94,165,9.4,No
Bengaluru,Whitefield,Central,13.7696,75.642,13061,72870,5886,8.6,5.2,180,5.1,0.93,4.09,5.29,2.86,1.36,8.8,7.5,3.91,90,9.3,Yes
Bengaluru,Whitefield,South,28.2574,78.8443,6567,23593,4968,6.7,4.1,171,7.5,3.95,3.8,2.55,5.03,1.38,6.2,6.2,2.69,143,9.0,No
Bengaluru,BTM Layout,North,25.3062,77.4352,13061,72997,2421,7.7,1.7,145,7.2,3.59,0.72,2.72,3.04,0.58,7.4,6.2,3.17,215,7.7,Yes
Bengaluru,Yelahanka,West,15.0873,77.3258,15864,70654,1817,7.7,5.0,180,3.2,3.11,1.43,3.23,1.99,1.21,7.1,8.3,5.22,235,6.3,Yes
Bengaluru,Whitefield,East,28.2901,76.0676,9757,53313,4914,8.3,1.4,233,4.0,5.03,3.41,5.56,4.8,1.25,7.8,5.2,2.21,189,7.4,No
Bengaluru,Electronic City,North,15.5624,79.3514,7788,25553,3543,6.6,1.2,212,6.2,2.01,3.76,4.03,3.57,0.27,6.1,6.2,3.77,105,9.4,Yes
Bengaluru,Electronic City,Central,18.3612,73.9427,8737,29847,3835,6.6,1.2,174,6.9,4.06,3.15,2.61,2.37,0.13,8.7,8.0,0.55,293,6.5,Yes
Bengaluru,Electronic City,North,16.3579,77.3234,9504,54094,4971,9.2,4.8,237,4.1,3.07,3.14,5.95,2.3,0.24,7.8,7.5,5.14,155,8.0,No
Bengaluru,Electronic City,East,17.5458,73.5216,5545,62077,3764,8.4,4.9,186,6.0,5.74,3.04,2.13,2.94,0.44,6.2,8.4,4.96,163,8.3,No
Bengaluru,Whitefield,North,23.2209,80.2808,8750,72862,4814,7.7,1.2,168,4.5,4.42,3.18,4.83,2.72,1.42,7.3,5.9,1.43,228,9.1,Yes
Bengaluru,Yelahanka,North,20.2854,78.331,13659,41995,4249,8.5,2.0,177,6.3,2.19,3.61,2.99,1.58,0.51,9.0,6.6,5.27,209,8.0,No
Bengaluru,Indiranagar,West,26.9419,76.5036,15652,68026,5840,7.4,1.2,158,3.6,1.6,2.02,4.42,5.01,0.74,7.1,7.7,4.78,184,7.2,Yes
Bengaluru,Yelahanka,North,12.8749,74.7788,7262,38766,5510,8.9,4.5,153,5.8,3.98,1.99,6.79,2.23,0.15,6.7,6.2,0.58,142,8.6,No
Bengaluru,Whitefield,North,23.5603,77.4628,8576,47657,4320,7.4,1.5,248,5.6,1.42,3.76,2.79,1.74,1.12,8.1,6.0,5.38,94,7.2,Yes
Bengaluru,Yelahanka,South,15.4216,79.5924,11109,20506,3371,7.2,5.4,174,6.3,3.74,1.01,3.2,3.65,0.15,9.1,5.7,3.44,72,8.1,Yes
Bengaluru,Indiranagar,North,13.5669,73.58,11779,67840,2512,8.1,3.1,159,3.9,4.27,0.34,3.53,0.74,0.83,8.2,7.7,2.8,290,6.4,No
Bengaluru,Electronic City,North,17.295,78.6642,12654,44037,6488,7.1,2.2,253,7.4,2.47,2.02,1.96,3.11,1.37,8.4,6.7,1.79,63,8.4,Yes
Bengaluru,Electronic City,West,15.1714,73.3846,12883,27836,2329,9.2,3.9,236,7.4,2.13,2.25,1.6,1.13,0.16,7.0,8.1,2.22,249,6.4,Yes
Bengaluru,Indiranagar,South,23.3473,73.9959,10357,75372,3697,9.1,1.4,207,3.8,2.7,4.34,2.63,2.24,1.29,8.8,7.4,4.88,88,6.5,No
Bengaluru,Indiranagar,South,14.449,79.6253,12408,75430,2984,8.3,4.5,127,6.9,5.34,3.35,6.35,2.76,0.78,9.1,6.5,0.85,227,7.1,No
Bengaluru,Electronic City,Central,24.308,74.4023,15474,62341,5752,8.1,4.2,144,4.9,4.5,2.32,4.98,3.6,0.31,8.9,8.5,3.87,62,8.3,Yes
Bengaluru,Electronic City,West,26.3448,79.3076,5726,82441,4126,7.2,5.4,132,5.3,3.53,1.89,5.9,0.62,0.72,8.0,4.9,3.24,140,6.4,Yes
Bengaluru,Indiranagar,North,19.2147,72.9723,13496,18022,2244,8.9,5.3,197,7.0,3.59,3.05,3.74,2.01,1.26,8.9,8.3,2.33,256,8.2,Yes
Bengaluru,Yelahanka,West,14.613,78.4708,8133,18287,4296,7.6,3.9,194,5.5,2.56,0.75,6.38,2.81,1.25,8.6,6.3,1.9,110,6.7,Yes
Bengaluru,Whitefield,West,25.9104,74.1484,10036,32125,4895,6.6,3.8,151,6.5,2.98,3.07,6.74,0.91,0.8,7.9,4.7,5.64,274,8.0,No
Bengaluru,Whitefield,Central,15.561,78.8959,6196,68778,6419,8.3,2.4,218,4.9,3.85,3.21,2.49,2.31,0.58,7.0,8.1,1.26,214,8.5,No
Bengaluru,Electronic City,East,26.2049,76.8633,9643,46487,3145,7.1,4.2,208,7.1,1.23,3.28,6.85,1.14,0.86,8.2,7.7,4.68,203,7.7,No
Bengaluru,BTM Layout,Central,17.3463,79.1395,4709,86515,2372,6.6,1.7,134,3.9,4.63,0.98,2.72,1.53,1.28,8.4,5.8,4.64,68,7.3,Yes
Bengaluru,Indiranagar,Central,26.6018,78.3201,8175,68972,3446,8.0,4.6,193,6.1,0.76,1.9,3.5,4.38,1.06,9.4,4.7,4.59,111,8.2,Yes
Bengaluru,Whitefield,East,24.8062,76.8543,14385,43751,3085,7.4,1.8,139,3.8,1.46,2.46,3.26,2.47,0.88,6.5,7.1,1.9,144,7.6,Yes
Bengaluru,Indiranagar,South,27.5652,77.2363,14746,57472,5518,8.9,3.5,138,6.5,2.25,1.22,2.1,0.56,0.81,7.5,6.9,1.01,116,9.1,No
Bengaluru,Yelahanka,East,18.5367,74.3602,14629,87533,5390,9.5,4.7,122,3.5,2.4,1.31,4.85,5.07,0.44,6.1,8.5,2.6,263,9.3,Yes
Bengaluru,Yelahanka,Central,24.3112,72.8878,12968,67146,5713,8.9,3.0,131,4.3,4.08,1.65,1.49,0.71,1.46,8.7,6.9,3.95,113,8.3,Yes
Bengaluru,BTM Layout,North,16.0687,78.9985,11630,27452,2759,6.6,4.2,129,3.4,0.8,3.64,4.35,3.25,0.42,6.9,6.2,3.97,170,7.1,Yes
Bengaluru,Indiranagar,Central,12.8938,78.1742,5536,23965,2094,7.6,3.3,194,6.5,2.16,0.66,5.59,2.52,0.65,8.3,6.6,3.43,94,8.6,No
Bengaluru,Yelahanka,South,17.5391,79.441,15115,66906,1591,8.2,3.5,151,3.2,3.65,1.96,4.29,0.65,0.39,8.6,7.8,1.66,291,8.3,No
Bengaluru,Whitefield,South,15.7255,77.3883,8640,43470,2438,7.0,4.6,133,6.8,5.63,4.48,3.77,3.11,0.51,6.2,4.9,4.49,184,9.3,Yes
Bengaluru,Whitefield,South,14.3907,77.4083,7670,59652,5480,7.9,3.8,198,6.1,1.34,2.68,5.85,5.28,0.34,7.1,8.0,4.42,224,7.5,Yes
Bengaluru,Whitefield,East,26.7584,76.2176,10377,58038,5489,8.2,1.8,140,6.8,5.22,0.89,4.23,1.6,1.34,6.3,4.8,0.6,189,8.2,No
Bengaluru,Electronic City,West,25.0303,74.317,5100,52159,5952,9.2,3.4,158,4.6,1.73,3.54,5.4,1.74,0.75,7.8,6.3,3.26,229,6.8,No
Bengaluru,Whitefield,Central,15.0319,73.9101,13779,37162,5460,9.3,1.2,244,4.0,1.95,1.28,5.01,2.94,1.21,7.4,8.6,5.35,70,9.4,Yes
Bengaluru,Indiranagar,Central,22.8737,74.7786,8814,89349,6170,7.0,3.9,213,5.6,5.44,0.63,2.51,5.36,0.41,7.4,8.2,2.4,262,7.7,No
Bengaluru,Indiranagar,Central,26.8243,76.0432,8268,28104,5715,8.4,2.0,167,3.7,3.81,3.73,4.97,2.4,0.56,6.4,7.5,3.13,211,6.6,Yes
Bengaluru,Indiranagar,South,13.486,77.0585,7139,35658,5699,6.6,3.6,134,3.7,5.57,2.47,3.43,5.34,0.99,9.1,7.8,5.02,81,6.8,No
Bengaluru,BTM Layout,West,15.512,79.0108,14344,36705,6273,9.0,1.8,250,4.2,4.48,1.74,3.72,3.33,0.42,7.3,5.0,1.61,280,9.2,No
Bengaluru,BTM Layout,South,22.4276,74.0484,14572,23116,5853,8.0,1.5,243,6.0,5.46,2.57,1.01,5.17,1.05,7.5,6.4,5.31,238,7.9,Yes
Bengaluru,BTM Layout,West,18.3732,78.8151,15914,30807,4985,6.9,3.1,179,7.1,0.96,2.81,4.26,1.57,0.11,8.6,4.5,3.37,193,6.0,No
Bengaluru,Whitefield,East,19.3006,73.51,11480,51244,3640,9.1,2.9,213,5.8,5.95,1.97,2.22,3.13,0.88,6.6,7.0,3.16,138,8.0,No
Bengaluru,BTM Layout,South,26.3945,77.7105,8264,76536,2825,6.8,3.3,206,6.6,3.88,3.18,1.31,2.26,0.99,8.8,8.2,3.09,213,7.5,Yes
Bengaluru,Yelahanka,South,18.6963,77.3286,10796,70513,5768,7.4,5.3,134,7.3,5.01,2.99,3.63,1.27,1.02,8.8,5.8,0.68,213,7.8,No
Bengaluru,Whitefield,Central,15.4948,72.9741,8419,18037,2789,6.8,2.2,222,4.6,2.67,2.76,4.11,4.11,0.2,6.3,5.8,5.06,294,8.0,Yes
Bengaluru,Yelahanka,South,22.4412,74.1784,11118,18609,3638,7.0,3.3,138,5.3,2.37,0.79,4.08,1.57,0.85,8.8,5.6,2.94,156,8.0,Yes
Bengaluru,Yelahanka,West,23.6374,79.5136,4948,81172,2452,7.3,2.7,176,6.0,1.76,1.63,6.73,2.94,0.11,8.9,5.6,1.01,232,8.6,Yes
Bengaluru,Indiranagar,Central,27.6092,76.3218,10292,46647,6199,7.3,5.3,168,5.2,1.6,3.39,6.24,1.3,0.38,6.9,7.3,1.36,87,6.4,Yes
Bengaluru,BTM Layout,Central,12.9053,79.2139,5192,81214,4540,8.4,3.2,190,5.2,5.91,4.15,2.68,1.38,0.91,6.2,8.1,3.13,198,6.1,Yes
Bengaluru,BTM Layout,South,20.0694,73.6148,12990,78302,4085,8.6,1.1,173,4.7,1.05,1.82,6.17,1.19,0.47,6.9,8.8,2.39,107,7.7,Yes
Bengaluru,BTM Layout,East,18.6047,75.7445,11884,41578,6180,6.9,3.6,178,6.7,4.46,3.68,4.33,4.74,0.37,8.8,7.8,3.1,62,6.6,Yes
Bengaluru,Whitefield,Central,21.2903,75.0995,12472,57326,3555,8.2,3.6,221,3.4,1.4,1.2,2.53,4.65,0.23,8.6,5.7,2.48,202,9.3,Yes
Bengaluru,Yelahanka,North,19.347,75.3683,15634,44077,6225,8.2,3.9,164,7.4,2.07,1.67,4.06,4.31,0.73,6.3,7.3,3.05,97,9.0,No
Bengaluru,Yelahanka,West,22.8372,77.0444,5668,28369,2827,7.5,2.4,194,6.2,3.83,1.96,6.33,4.34,1.41,8.6,6.8,2.98,102,6.6,Yes
Bengaluru,Whitefield,South,23.3262,79.8473,15980,28494,3225,7.0,1.5,136,7.2,3.1,0.53,5.63,2.98,1.49,6.4,7.3,0.96,298,9.1,Yes
Bengaluru,Whitefield,South,24.5277,76.068,6571,35206,5815,9.0,1.1,211,6.9,2.29,2.3,6.85,3.07,0.48,7.6,8.9,4.34,105,8.1,Yes
Bengaluru,Electronic City,West,21.123,77.5604,9573,63504,5445,8.1,4.6,233,4.4,2.77,0.95,1.06,2.97,1.16,6.5,5.8,3.44,236,9.2,Yes
Bengaluru,Yelahanka,North,24.9773,78.7645,14281,48305,1559,8.1,1.8,231,4.8,1.4,3.4,3.34,2.21,0.47,7.5,5.6,4.7,292,8.1,No
Bengaluru,Yelahanka,East,23.1105,76.7428,8904,72120,3040,9.1,1.8,194,3.5,3.0,2.2,5.2,2.81,0.55,6.5,8.9,0.62,86,7.0,Yes
Bengaluru,BTM Layout,North,16.5017,73.8452,12586,46467,4300,7.8,4.5,247,7.5,3.05,3.62,2.98,4.67,1.43,6.2,8.0,0.89,180,6.6,Yes
Bengaluru,BTM Layout,North,14.7392,78.5379,8578,68436,5128,7.2,5.5,170,5.1,4.74,2.49,6.89,2.71,1.05,7.1,6.0,3.96,70,8.6,No
Bengaluru,Electronic City,North,16.8277,77.5528,7755,65241,1926,9.1,2.0,148,4.1,2.89,0.36,5.77,3.3,0.65,6.9,8.9,3.7,236,7.7,No
Bengaluru,Whitefield,East,25.0557,74.5903,12690,29980,4272,9.3,5.5,135,3.3,4.05,3.25,5.75,0.87,0.43,9.4,8.0,4.66,266,9.1,No
Bengaluru,Whitefield,North,23.7591,75.4221,6707,50859,1823,8.0,3.0,195,5.4,3.2,2.68,4.26,1.92,0.76,9.0,7.2,5.23,101,6.2,Yes
Bengaluru,BTM Layout,East,25.8288,76.8162,11939,18094,5644,7.6,1.8,124,5.8,2.5,2.9,2.92,0.54,1.45,8.9,5.4,4.26,256,7.9,No
Bengaluru,Yelahanka,East,19.3159,75.1474,6077,86576,2046,6.6,5.2,165,6.9,1.61,2.34,1.59,3.23,1.27,8.3,6.9,4.36,125,6.2,Yes
Bengaluru,Electronic City,North,13.0081,79.6999,15243,82409,2155,7.9,3.9,212,5.5,5.66,2.05,3.21,3.95,1.25,6.9,4.7,0.89,137,6.3,Yes
Bengaluru,Electronic City,North,14.4095,74.4557,10813,42832,3082,8.1,2.1,165,5.5,3.57,3.43,5.6,3.26,1.04,8.5,6.4,1.07,262,6.6,Yes
Bengaluru,Electronic City,East,23.2548,76.7576,14329,76066,4386,9.2,3.5,203,6.8,2.77,2.96,5.96,1.91,0.44,7.9,6.2,3.53,250,6.9,Yes
Bengaluru,BTM Layout,West,12.8031,72.9634,9160,20136,5740,6.9,5.0,121,4.4,1.72,3.89,1.13,4.56,1.07,7.0,7.0,3.56,297,8.0,Yes
Bengaluru,Indiranagar,West,18.4549,73.7519,10514,50749,3408,7.3,2.4,222,5.6,1.7,0.62,2.95,2.76,0.78,9.1,7.7,5.01,84,8.1,Yes
Bengaluru,Indiranagar,Central,18.8666,78.6289,9978,63603,5057,7.7,4.9,178,6.4,5.17,4.2,4.8,3.55,0.18,7.8,5.9,3.61,143,7.8,Yes
Bengaluru,Whitefield,North,23.5108,80.28,11800,84155,2237,7.2,2.3,220,3.7,2.35,2.3,5.47,3.11,0.47,7.4,6.5,4.34,255,6.5,No
Bengaluru,Whitefield,West,19.0856,77.0421,13694,86714,3517,7.2,2.2,230,4.5,5.58,0.68,5.03,2.44,0.59,7.1,7.2,0.63,138,6.6,Yes
Bengaluru,Electronic City,West,22.7086,76.0475,8325,44173,4562,7.0,4.3,141,3.5,0.8,4.29,6.56,4.8,1.25,6.0,7.6,1.11,175,7.6,Yes
Bengaluru,Whitefield,Central,16.1688,76.8528,8737,89932,5456,8.4,5.5,124,4.7,5.48,2.51,2.53,0.52,0.38,8.4,5.7,3.06,62,6.2,No
Bengaluru,Yelahanka,East,26.5421,72.845,15139,68662,3393,9.4,3.3,145,7.1,3.17,2.81,1.53,1.25,1.45,8.0,7.7,0.72,296,7.9,Yes
Bengaluru,BTM Layout,West,24.6358,72.8396,15711,64125,4411,8.4,2.1,248,4.2,0.84,1.38,3.32,5.5,1.49,9.3,8.8,1.74,147,9.1,No
Bengaluru,Whitefield,North,24.4052,76.6575,15608,47809,4918,7.2,1.7,199,7.1,2.31,2.58,2.24,0.93,0.86,8.8,8.4,2.2,240,9.1,Yes
Bengaluru,BTM Layout,South,23.2341,76.9928,7089,59614,2055,8.2,5.3,150,3.8,5.12,0.91,1.18,1.89,1.46,9.4,5.9,4.6,270,9.1,No
Bengaluru,Yelahanka,South,25.1878,73.5115,7526,21433,3686,8.3,3.8,179,4.0,0.64,0.63,5.68,0.91,1.28,7.6,7.4,1.51,159,7.7,Yes
Bengaluru,Whitefield,South,16.3977,75.8053,4745,53370,4883,7.2,4.0,171,6.4,0.86,4.19,6.91,4.8,0.79,7.1,6.6,1.86,163,8.7,No
Bengaluru,BTM Layout,East,19.067,79.8375,13870,88275,5802,8.4,4.2,129,5.3,2.98,3.77,1.25,5.48,0.83,7.4,7.8,3.57,192,8.7,Yes
Bengaluru,Whitefield,East,19.7889,79.4214,9184,78469,2863,7.8,3.8,133,6.1,5.47,2.25,4.88,0.68,0.8,6.6,7.1,5.42,199,6.5,Yes
Bengaluru,Yelahanka,West,13.1961,76.148,7808,77596,2238,7.3,4.1,161,6.2,1.18,0.78,3.7,2.12,0.83,7.3,8.1,3.31,100,7.3,Yes
Bengaluru,Indiranagar,South,27.3048,76.9977,15305,37672,2828,9.1,1.8,133,4.9,2.2,3.53,3.68,3.52,0.26,6.5,5.4,3.92,124,6.0,Yes
Bengaluru,BTM Layout,Central,25.6385,77.3207,12584,49179,3276,8.3,3.1,224,5.0,3.81,0.33,6.29,1.67,0.98,8.9,5.4,1.52,74,8.3,Yes
Bengaluru,Whitefield,North,23.4052,79.0689,9389,61399,2218,6.6,2.9,165,3.7,2.06,3.08,5.2,3.23,0.89,9.4,7.9,2.48,69,6.3,Yes
Bengaluru,Yelahanka,East,27.0707,78.934,11501,26509,3898,7.9,1.5,190,4.5,2.78,1.18,2.25,0.51,0.9,9.4,6.9,0.98,245,8.4,No
Bengaluru,Yelahanka,West,22.4806,75.1053,13108,64380,2562,8.3,3.2,247,5.2,1.49,2.86,5.25,5.39,0.1,6.1,7.3,1.15,277,6.7,No
Bengaluru,BTM Layout,West,13.5233,75.3573,14944,45831,1592,8.4,4.1,185,6.6,2.19,2.43,2.94,0.23,1.06,7.2,7.8,3.89,67,8.9,Yes
Bengaluru,Yelahanka,East,27.4642,76.3412,12274,22660,2612,7.9,3.8,257,7.0,3.04,3.72,6.57,0.5,0.83,8.0,7.6,3.55,64,6.7,No
Bengaluru,Yelahanka,East,13.8528,73.8347,5010,62453,4573,8.4,4.8,219,3.8,1.14,3.59,2.85,4.75,1.09,7.0,4.9,5.32,155,7.6,Yes
Bengaluru,Whitefield,Central,17.6069,73.553,5112,44489,2258,7.8,1.1,243,7.1,1.35,1.73,3.9,4.83,0.53,7.1,8.0,1.04,300,7.8,Yes
Bengaluru,Whitefield,North,20.104,78.1239,13058,33182,1533,7.4,1.2,142,4.5,5.39,0.73,5.6,4.15,0.13,8.7,7.4,1.65,111,6.7,Yes
Bengaluru,Electronic City,East,25.0873,77.8005,8967,37571,2790,7.3,1.1,251,3.5,3.48,2.61,2.63,5.2,1.23,8.0,5.3,2.21,288,7.2,Yes
Bengaluru,Indiranagar,South,13.261,79.565,5326,31884,4642,6.7,2.9,165,6.2,5.4,2.94,5.14,2.56,0.6,7.2,5.4,4.67,267,7.9,Yes
Bengaluru,Electronic City,South,14.2774,78.7979,15945,79377,2296,7.9,4.1,239,5.1,5.71,0.9,6.37,1.57,0.61,6.6,8.6,2.32,280,9.1,Yes
Bengaluru,BTM Layout,North,13.8393,73.5579,12342,78455,2899,7.3,2.6,152,5.3,2.73,3.3,1.64,3.15,0.2,7.1,6.6,3.75,121,8.2,No
Bengaluru,Whitefield,West,18.9027,75.2894,15871,74511,5066,8.2,2.5,180,3.8,4.18,3.41,5.27,4.63,0.26,8.1,6.0,1.04,173,6.6,Yes
Bengaluru,Indiranagar,Central,14.529,78.8869,10708,60914,5549,8.4,1.3,175,6.7,5.38,4.09,4.82,0.2,0.31,6.5,6.9,2.64,207,7.6,Yes
Bengaluru,Yelahanka,East,21.8674,79.6404,9489,74980,4320,9.5,3.6,250,4.8,1.2,1.54,3.22,3.11,0.17,8.5,8.2,2.48,280,7.0,Yes
Bengaluru,Whitefield,West,23.9653,75.6964,9712,68173,4826,7.6,3.5,164,5.1,1.54,1.92,6.55,4.65,0.32,9.5,7.5,1.24,78,8.3,Yes
Bengaluru,BTM Layout,West,28.3021,73.7319,6748,72507,5235,9.2,4.1,228,5.8,3.0,2.08,5.92,2.24,0.42,7.5,4.5,3.24,247,6.8,No
Bengaluru,Yelahanka,West,27.5324,77.0803,5048,22963,6154,7.9,2.7,243,7.3,0.94,3.37,4.16,4.75,1.15,7.0,6.8,3.38,216,6.3,Yes
Bengaluru,Indiranagar,Central,25.4898,75.075,5364,63029,5882,8.8,3.1,251,7.1,3.66,1.69,3.12,5.38,0.51,6.6,7.6,3.79,137,8.5,No
Bengaluru,Yelahanka,North,22.8059,77.0939,13885,24765,3890,8.9,3.8,193,5.2,1.2,0.62,5.7,1.54,0.96,7.0,5.7,4.58,214,6.6,No
Bengaluru,Whitefield,West,18.6793,74.033,15981,48958,5472,7.0,3.4,128,4.5,0.96,0.91,6.6,1.02,0.79,9.5,8.0,1.81,172,8.5,Yes
Bengaluru,Whitefield,Central,24.4763,75.3226,15022,52654,2450,6.7,3.1,241,4.4,4.6,3.46,4.2,2.21,1.09,7.7,5.2,5.29,63,7.0,Yes
Bengaluru,BTM Layout,East,28.092,77.8899,5172,30761,5852,8.4,5.3,230,5.7,4.09,1.44,2.62,4.45,0.46,8.0,6.6,4.21,121,8.6,No
Bengaluru,Whitefield,Central,18.1648,77.9461,7447,59060,5986,6.5,1.0,137,3.1,1.04,0.74,3.68,1.36,0.5,6.7,4.6,1.01,300,8.1,Yes
Bengaluru,Electronic City,North,24.0584,73.6118,14407,35027,4579,8.5,5.0,167,7.0,4.33,1.36,3.8,5.16,0.99,9.2,5.7,2.85,291,8.3,Yes
Bengaluru,Yelahanka,South,25.2136,74.8074,5522,68174,4683,7.5,1.3,187,3.8,0.88,4.41,2.2,2.28,1.0,6.4,6.9,2.87,217,8.3,Yes
Bengaluru,Yelahanka,North,13.3543,73.2351,8605,76442,1653,9.2,1.7,120,7.2,4.16,1.42,5.2,4.99,0.9,7.8,8.7,3.2,171,7.4,No
Bengaluru,Indiranagar,Central,16.391,75.6216,15792,81185,2492,8.2,5.2,211,4.5,2.17,0.53,6.98,3.63,0.61,9.0,6.0,5.13,254,8.7,No
Bengaluru,Whitefield,South,21.6162,80.0531,15325,43035,3948,8.6,5.0,211,5.2,5.37,2.14,2.14,0.39,0.14,9.5,5.6,2.64,262,7.9,Yes
Bengaluru,BTM Layout,Central,28.1428,78.8695,4768,22855,4279,6.7,4.5,130,4.8,1.66,3.05,4.14,5.18,1.32,7.9,7.8,1.78,78,6.1,Yes
Bengaluru,BTM Layout,North,20.2924,79.6769,5250,49808,2569,6.5,3.8,198,6.7,1.04,2.87,6.01,0.54,1.24,6.4,7.2,3.89,76,8.8,Yes
Bengaluru,Yelahanka,West,17.9553,80.1165,13936,89550,2625,7.5,5.3,174,6.4,3.76,1.71,1.72,0.95,0.68,8.4,7.0,2.91,296,8.0,Yes
Bengaluru,Indiranagar,Central,18.7805,73.8989,12478,28580,1552,6.5,5.2,192,4.9,4.94,3.54,5.15,1.29,1.0,7.8,6.4,5.66,216,8.4,No
Bengaluru,Whitefield,West,22.5316,73.369,9434,63593,4930,6.5,2.1,150,7.4,5.87,2.9,6.18,5.43,0.81,7.6,7.3,1.64,73,6.7,Yes
Bengaluru,BTM Layout,West,15.6035,77.7931,5206,25081,4483,7.4,3.0,205,5.8,5.4,2.2,1.63,0.48,0.85,6.6,4.6,3.33,78,9.1,No
Bengaluru,BTM Layout,Central,22.0182,75.8849,15589,60688,3384,8.8,2.5,145,4.1,2.77,1.14,6.35,0.59,0.92,6.2,6.5,1.69,216,7.6,Yes
Bengaluru,Yelahanka,South,20.0781,74.1756,10375,53349,3156,7.5,1.1,135,4.3,1.11,2.26,3.51,4.23,0.41,7.0,5.2,4.87,216,9.2,No
Bengaluru,Electronic City,South,14.1749,79.213,12515,46369,6346,7.9,3.1,123,6.3,4.55,1.34,2.96,3.27,1.35,8.1,5.2,3.66,61,7.5,Yes
Bengaluru,Indiranagar,West,24.4623,76.532,11474,87615,4730,7.9,4.6,145,5.0,1.82,2.65,1.07,4.08,1.43,6.5,5.8,4.06,83,6.1,No
Bengaluru,Yelahanka,South,23.9825,79.2202,14062,21199,5226,7.9,1.6,223,3.8,5.29,2.93,5.22,0.21,0.98,7.3,7.6,3.42,135,7.5,Yes
Bengaluru,Electronic City,Central,21.9461,74.2743,15717,28611,4250,8.7,1.2,213,7.0,1.11,1.84,4.71,2.14,0.35,8.0,4.8,4.4,112,6.5,Yes
Bengaluru,Whitefield,Central,14.6056,76.3366,14004,45498,3346,7.5,5.0,248,6.1,2.02,0.57,3.07,2.78,0.84,6.4,7.7,4.23,196,9.1,Yes
Bengaluru,Electronic City,East,25.5185,79.8848,5575,42687,5250,6.8,2.8,165,4.3,5.76,0.76,2.66,3.89,0.79,9.1,6.8,3.95,135,7.5,No
Bengaluru,Electronic City,South,20.3351,75.893,15062,20815,3888,7.1,1.1,179,6.8,3.36,1.71,4.47,3.68,1.2,7.7,7.5,3.42,200,7.6,Yes
Bengaluru,Electronic City,South,27.0827,75.0294,8759,47724,5466,7.6,2.3,132,3.7,2.06,4.32,4.71,1.05,0.85,6.6,5.3,4.39,291,8.3,Yes
Bengaluru,Whitefield,South,14.659,80.2527,13913,34577,5111,7.3,1.8,128,6.0,5.88,0.92,3.69,5.37,0.85,6.4,4.6,5.62,256,6.5,Yes
Bengaluru,Yelahanka,South,12.8683,78.3126,12813,61421,3921,7.9,2.3,157,6.6,4.51,4.17,3.03,0.8,0.77,6.1,7.6,1.14,66,7.4,Yes
Bengaluru,BTM Layout,East,14.2704,73.1183,15007,43578,6279,8.1,4.5,191,3.9,0.96,3.87,5.06,5.28,1.47,7.4,6.7,3.82,190,9.3,No
Bengaluru,Yelahanka,West,15.1523,79.1889,10556,68608,4554,6.5,2.6,198,7.4,5.31,0.67,5.37,2.55,1.49,8.8,5.8,4.93,289,7.5,Yes
Bengaluru,Whitefield,Central,22.3072,73.7917,9468,80208,5803,9.5,1.3,216,3.4,2.75,4.14,3.49,3.15,1.09,8.6,5.1,1.52,157,7.0,Yes
Bengaluru,Indiranagar,East,26.0699,75.0097,13663,78745,3339,6.6,1.0,187,4.4,4.02,2.97,1.75,3.73,0.5,6.6,8.6,4.05,67,6.4,Yes
Bengaluru,BTM Layout,North,22.3224,75.4494,12372,75156,3612,8.4,3.1,150,4.7,4.53,0.37,2.56,3.28,0.3,7.6,7.6,2.47,73,7.0,Yes
Bengaluru,Yelahanka,North,17.4087,76.7251,5758,85353,3087,8.8,1.8,144,5.7,1.42,1.65,2.9,4.68,1.22,7.0,7.6,2.49,196,8.0,Yes
Bengaluru,Indiranagar,South,21.0389,75.5349,12444,72000,4287,9.3,1.7,175,3.7,1.72,1.09,6.38,3.45,1.26,7.8,6.9,3.53,253,8.8,Yes
Bengaluru,BTM Layout,North,14.6534,73.6974,4784,80851,4352,7.4,2.6,233,7.0,3.79,3.51,3.05,3.96,0.14,8.9,5.5,5.21,96,8.4,Yes
Bengaluru,Whitefield,South,14.8705,73.2974,15818,32643,2136,6.6,3.2,230,3.2,1.09,3.63,4.08,0.51,0.27,6.9,4.8,4.17,253,6.3,Yes
Bengaluru,Electronic City,South,22.1429,74.2202,15487,64076,1739,6.8,4.8,191,7.3,2.41,0.97,4.0,4.06,0.44,8.0,4.9,3.68,63,7.9,No
Bengaluru,Whitefield,East,15.5312,78.4305,4570,30934,3253,9.3,4.8,241,4.6,3.74,2.15,6.75,1.16,0.6,7.3,5.5,1.75,88,8.7,Yes
Bengaluru,Indiranagar,West,14.554,73.7329,10418,55784,6064,8.7,1.4,246,3.5,2.06,2.82,2.87,5.37,0.72,7.9,5.8,5.2,108,9.0,Yes
Bengaluru,Yelahanka,South,13.0033,77.8236,15511,31785,4747,7.8,4.0,141,3.5,2.67,3.22,6.87,4.13,1.35,6.6,6.1,1.59,111,8.1,Yes
